school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
MS,F,22,R,GT3,T,0,3,health,teacher,other,mother,4,1,4,yes,yes,no,no,no,yes,yes,no,3,2,2,3,3,4,25,17,15,13
GP,F,16,R,LE3,A,2,0,at_home,at_home,course,father,3,3,2,yes,no,no,yes,no,yes,no,no,5,4,5,1,1,5,29,19,18,17
MS,M,18,R,LE3,T,3,3,at_home,teacher,course,father,1,1,1,no,no,no,no,no,no,yes,no,4,1,4,4,5,5,1,2,0,2
MS,F,16,U,GT3,T,0,2,at_home,health,other,mother,2,1,1,yes,yes,yes,no,yes,yes,yes,yes,5,5,3,3,1,5,18,15,16,17
GP,M,18,R,LE3,A,1,0,health,teacher,reputation,father,3,1,0,yes,no,no,no,no,no,yes,yes,2,2,2,3,5,3,27,20,20,17
GP,F,21,U,LE3,T,0,1,services,other,reputation,other,3,2,1,no,no,yes,yes,no,yes,yes,yes,5,5,4,4,2,2,30,11,12,9
MS,F,18,U,LE3,A,4,2,other,services,home,other,3,4,4,yes,no,no,no,no,yes,yes,no,3,3,2,4,3,1,4,18,17,14
MS,M,15,U,GT3,A,0,0,health,services,reputation,mother,3,3,0,yes,yes,yes,no,yes,no,no,no,2,1,2,3,1,4,7,12,13,12
GP,F,19,U,GT3,A,2,0,health,services,course,mother,3,2,4,no,no,yes,no,no,no,yes,yes,2,3,1,4,2,4,3,10,13,12
MS,F,18,R,LE3,T,1,2,teacher,other,course,other,4,2,0,yes,yes,no,no,yes,yes,no,yes,1,4,2,4,1,1,5,2,1,1
MS,M,20,R,GT3,T,4,4,health,health,home,father,2,3,0,no,yes,no,yes,yes,no,yes,no,5,3,1,2,5,2,27,15,13,16
MS,M,20,R,GT3,T,2,0,health,health,home,father,1,2,3,no,no,no,yes,yes,yes,no,no,4,4,5,2,2,1,9,14,14,17
MS,M,16,R,LE3,T,0,0,teacher,other,reputation,father,4,4,1,no,yes,yes,no,yes,no,yes,yes,3,5,5,2,3,3,12,4,5,5
MS,F,20,R,GT3,T,1,2,at_home,health,other,other,1,3,1,no,no,yes,yes,no,no,yes,no,1,2,4,5,1,4,2,6,5,7
GP,M,22,U,LE3,A,0,2,health,other,course,father,2,1,0,no,no,no,no,no,no,no,yes,2,5,1,4,1,4,4,13,13,12
GP,F,21,U,GT3,A,3,1,teacher,health,home,father,4,4,3,no,no,no,no,no,yes,no,no,3,3,3,5,1,3,27,18,19,18
MS,M,21,U,GT3,T,1,1,health,at_home,home,father,3,3,1,no,no,yes,no,yes,no,no,yes,2,2,5,2,2,5,25,1,0,1
MS,F,17,R,GT3,A,0,3,health,at_home,course,other,4,1,4,no,no,yes,yes,no,no,no,no,4,3,4,4,2,5,5,0,0,0
MS,F,21,U,LE3,T,2,1,other,other,course,father,2,2,0,yes,no,yes,yes,yes,no,no,no,2,1,5,1,1,4,1,11,13,10
GP,M,17,U,GT3,A,4,4,teacher,at_home,reputation,other,4,3,1,yes,no,no,yes,no,no,no,yes,3,5,5,2,1,5,20,7,10,13
MS,M,15,U,GT3,T,2,0,services,at_home,home,other,1,2,1,no,no,no,yes,no,yes,no,no,2,4,3,3,1,1,27,19,18,15
MS,M,19,U,GT3,T,0,3,other,health,reputation,father,2,2,1,no,yes,no,yes,no,yes,no,no,2,3,1,5,1,1,30,12,14,11
MS,M,20,R,GT3,A,3,4,other,health,reputation,other,2,3,2,no,yes,no,no,no,no,no,no,5,4,4,3,5,2,9,14,15,14
GP,F,16,U,LE3,A,1,2,other,teacher,home,mother,4,1,0,yes,yes,yes,yes,yes,no,no,no,1,3,1,5,4,1,21,15,16,19
MS,F,20,U,GT3,A,0,1,teacher,teacher,course,mother,3,2,1,no,no,no,yes,yes,yes,yes,no,1,2,3,1,1,3,25,5,5,7
MS,M,21,U,GT3,T,1,4,other,services,other,mother,3,2,0,no,no,no,yes,yes,yes,no,no,5,3,4,3,5,3,6,17,17,14
MS,M,20,R,LE3,T,2,1,health,teacher,reputation,other,3,4,3,no,yes,no,no,yes,no,no,no,3,3,4,2,2,3,12,14,12,9
MS,M,18,U,LE3,A,0,2,other,teacher,home,other,3,3,3,yes,yes,yes,no,no,yes,yes,yes,2,2,4,2,3,1,22,17,18,20
MS,M,22,U,LE3,A,3,1,teacher,at_home,home,mother,3,2,1,no,yes,no,no,yes,yes,no,yes,1,2,4,4,5,4,7,20,20,17
GP,F,16,R,LE3,A,4,3,other,health,course,other,3,4,2,yes,yes,no,yes,yes,no,no,yes,4,2,1,1,3,4,12,15,16,15
GP,F,17,U,LE3,A,3,3,health,other,home,mother,2,2,0,no,no,yes,no,yes,yes,yes,no,4,3,2,3,3,1,5,4,2,4
GP,F,17,U,LE3,T,2,0,other,at_home,home,father,1,4,2,yes,no,yes,no,yes,yes,yes,no,5,2,3,4,3,4,19,17,15,14
MS,M,18,U,LE3,T,0,0,other,teacher,other,mother,2,3,4,yes,yes,yes,no,no,no,no,no,4,3,5,2,1,2,26,14,11,13
MS,F,15,U,LE3,T,2,4,at_home,services,reputation,father,2,4,2,no,yes,no,no,no,no,no,no,2,4,5,3,1,3,20,12,12,10
MS,M,19,R,GT3,A,1,0,services,other,other,father,3,4,2,yes,no,no,yes,yes,no,yes,yes,2,3,3,1,1,1,23,6,4,6
GP,F,22,R,LE3,A,1,3,health,at_home,course,mother,4,1,2,yes,yes,no,no,yes,yes,no,no,5,3,4,3,3,5,10,17,15,15
MS,M,18,R,GT3,A,4,2,other,teacher,other,other,2,1,0,yes,yes,yes,no,yes,no,yes,no,5,5,1,2,3,5,24,16,18,15
GP,F,19,U,LE3,A,4,2,at_home,health,course,other,4,1,3,yes,no,yes,yes,no,yes,no,yes,4,1,2,3,1,4,24,10,8,7
MS,F,20,R,LE3,A,3,0,health,services,other,other,3,2,0,no,yes,no,no,no,no,no,no,4,4,5,3,2,1,19,18,20,18
MS,F,15,R,GT3,A,1,4,health,at_home,other,father,4,1,4,no,yes,yes,yes,yes,no,yes,yes,5,5,2,2,5,1,16,2,0,0
MS,M,18,U,GT3,T,2,1,teacher,at_home,home,father,3,1,1,no,yes,no,yes,yes,no,no,yes,4,3,1,5,1,3,8,20,20,20
GP,F,22,U,GT3,T,4,3,services,other,course,father,3,4,1,no,no,no,yes,no,no,no,no,1,4,3,3,4,3,27,19,18,15
GP,F,18,R,LE3,T,4,3,other,services,other,father,2,4,2,no,yes,yes,no,yes,yes,no,no,5,5,2,2,4,4,18,19,19,16
GP,F,16,U,LE3,A,0,1,at_home,health,other,father,3,1,4,no,no,no,no,no,no,no,no,5,5,4,4,5,4,4,11,13,13
MS,M,21,R,GT3,A,0,2,teacher,services,home,other,3,2,2,no,no,no,yes,no,no,yes,no,4,5,4,5,4,3,3,6,6,3
MS,F,22,R,LE3,A,0,2,health,at_home,other,mother,4,3,1,yes,no,no,yes,no,yes,no,no,1,3,2,4,4,1,11,7,7,5
GP,M,21,R,GT3,T,0,0,services,services,reputation,mother,2,1,1,yes,no,no,no,no,no,yes,no,2,5,4,2,1,2,15,8,7,9
MS,F,17,U,LE3,T,1,2,at_home,teacher,course,father,2,4,3,no,no,no,yes,yes,yes,no,yes,1,4,2,2,1,1,0,6,8,6
MS,F,19,U,LE3,A,4,2,services,health,home,mother,3,2,3,yes,no,no,no,no,no,no,yes,1,1,3,5,3,2,4,7,7,7
GP,M,19,U,LE3,T,0,4,at_home,services,other,mother,1,4,3,yes,yes,no,yes,no,yes,no,no,3,1,1,3,4,4,6,16,16,19
MS,F,22,U,LE3,T,1,3,other,services,other,other,4,3,1,no,no,yes,yes,no,yes,no,no,4,3,4,3,4,4,26,2,4,2
MS,M,22,R,LE3,A,0,2,other,teacher,home,other,2,2,3,no,no,yes,no,no,yes,yes,yes,2,1,1,5,5,4,16,15,16,15
MS,M,19,R,GT3,T,4,4,health,other,course,father,2,4,3,no,no,no,no,yes,yes,no,yes,2,1,4,3,3,5,30,7,10,12
MS,M,17,U,LE3,T,4,3,other,teacher,other,other,1,2,0,yes,no,yes,no,no,no,yes,yes,1,5,2,1,2,3,25,18,18,20
MS,M,17,U,LE3,T,3,0,health,other,home,father,2,1,0,yes,no,no,yes,yes,yes,no,no,3,1,2,5,4,3,24,16,14,13
MS,F,22,R,GT3,T,2,4,services,services,home,other,3,3,0,no,yes,yes,no,yes,no,no,no,2,5,5,1,2,2,3,4,1,0
GP,M,22,U,LE3,A,1,4,teacher,health,reputation,mother,1,3,1,no,no,yes,yes,no,yes,no,yes,4,2,1,4,5,1,3,17,19,20
GP,F,17,U,GT3,T,1,2,services,other,reputation,father,2,4,3,yes,yes,yes,no,yes,no,no,yes,5,3,1,2,2,1,7,18,16,14
MS,F,21,R,LE3,T,1,4,other,other,course,other,4,2,4,yes,yes,yes,no,yes,yes,yes,no,3,1,2,1,3,4,5,11,14,12
GP,M,20,R,GT3,A,4,4,other,services,home,father,3,3,0,yes,yes,no,yes,no,no,yes,no,1,1,4,1,4,3,12,0,0,2
MS,F,21,U,LE3,A,4,1,at_home,services,reputation,mother,2,4,1,yes,yes,yes,yes,no,yes,no,yes,2,5,4,4,1,3,22,5,5,5
MS,F,21,U,LE3,A,0,1,at_home,teacher,reputation,mother,1,4,0,yes,yes,yes,yes,no,no,yes,no,5,1,3,3,1,1,27,9,6,6
MS,F,20,R,LE3,T,4,2,services,health,course,mother,4,4,2,no,yes,yes,yes,yes,yes,yes,yes,1,2,4,3,4,1,6,8,8,7
MS,F,19,R,LE3,A,0,2,services,health,reputation,mother,1,3,3,yes,no,no,yes,yes,no,yes,no,1,1,4,1,2,3,12,2,2,3
GP,M,19,U,GT3,A,3,0,teacher,at_home,reputation,other,1,2,1,no,yes,no,yes,yes,yes,no,no,4,2,3,3,5,1,10,9,9,7
MS,F,22,U,GT3,A,0,4,at_home,at_home,home,mother,4,1,0,yes,no,yes,yes,no,no,no,no,5,3,3,1,1,5,6,9,12,10
MS,F,17,U,LE3,T,4,0,health,health,other,mother,3,2,2,yes,no,no,yes,yes,no,no,no,1,4,5,1,2,3,28,19,17,19
GP,F,19,R,GT3,T,3,4,other,health,course,father,3,3,0,no,no,no,yes,no,no,yes,no,3,2,2,3,5,4,22,4,5,6
MS,F,16,R,GT3,T,1,4,teacher,teacher,reputation,father,2,3,3,no,yes,yes,yes,no,no,yes,yes,2,3,4,2,3,1,20,11,10,10
GP,F,15,R,LE3,T,4,2,teacher,services,other,other,1,4,2,yes,yes,yes,no,no,yes,yes,no,4,2,2,1,5,3,5,4,4,6
MS,F,21,R,LE3,T,1,2,health,at_home,other,father,3,1,2,no,no,no,yes,yes,yes,no,yes,5,5,2,4,1,3,11,4,2,0
MS,M,20,R,LE3,A,2,3,teacher,health,course,other,2,2,2,no,no,no,yes,yes,yes,yes,yes,2,4,1,1,4,3,1,14,15,17
MS,F,15,R,GT3,T,0,2,health,services,reputation,father,1,1,0,yes,yes,yes,yes,no,no,no,no,1,3,4,2,1,4,16,5,3,4
GP,M,15,R,LE3,T,4,0,at_home,at_home,reputation,father,2,3,1,yes,no,yes,yes,yes,yes,yes,no,5,1,2,4,3,2,3,14,16,15
GP,F,17,R,LE3,A,0,4,teacher,at_home,reputation,mother,4,2,1,yes,yes,yes,yes,no,yes,no,yes,2,5,4,3,1,5,4,14,14,17
GP,M,16,U,LE3,A,2,2,health,teacher,other,other,4,1,3,yes,yes,no,yes,yes,yes,yes,no,5,3,2,3,5,1,25,17,15,18
MS,F,20,R,GT3,T,1,0,health,at_home,other,father,2,3,0,yes,yes,yes,yes,no,no,no,yes,1,3,5,2,5,4,1,14,12,10
GP,F,20,U,GT3,T,3,1,other,teacher,home,other,4,2,4,no,yes,yes,no,no,yes,yes,no,1,2,2,4,4,2,13,8,5,5
MS,F,21,U,LE3,T,4,4,services,at_home,other,other,3,1,3,yes,yes,no,no,no,no,no,yes,1,2,3,4,1,5,23,18,20,17
MS,F,21,U,GT3,A,1,1,services,teacher,course,other,3,1,2,no,yes,no,no,no,no,yes,no,5,2,3,1,3,1,16,18,17,18
MS,F,22,R,GT3,A,0,1,at_home,services,reputation,mother,2,1,1,no,no,no,no,yes,yes,yes,yes,1,3,1,4,2,5,4,11,14,11
GP,F,17,R,GT3,T,0,4,other,other,course,father,3,3,4,yes,no,yes,no,no,no,yes,no,1,1,3,5,4,4,21,3,6,4
MS,M,20,U,GT3,A,3,1,at_home,services,home,other,1,1,3,yes,no,no,yes,no,no,yes,no,4,1,1,2,1,2,4,6,7,4
MS,F,15,U,GT3,A,1,1,health,services,reputation,other,2,1,0,no,no,no,no,no,no,yes,no,5,1,5,2,1,1,10,19,20,18
GP,M,19,R,GT3,A,1,2,other,teacher,reputation,mother,4,3,3,yes,no,no,yes,yes,no,no,no,2,1,1,4,4,5,24,13,11,14
GP,F,18,R,GT3,T,0,1,at_home,at_home,reputation,father,2,3,0,yes,yes,yes,yes,yes,yes,no,yes,1,2,3,5,3,5,29,2,3,2
GP,M,22,R,GT3,A,1,4,other,services,reputation,father,1,4,4,yes,yes,yes,no,no,yes,no,yes,3,1,4,2,1,1,13,12,14,12
MS,M,19,U,GT3,T,3,3,at_home,services,other,father,3,1,3,yes,no,no,no,no,no,no,yes,3,3,2,2,2,3,23,8,5,5
GP,F,16,U,LE3,A,0,1,teacher,teacher,other,other,2,1,3,no,yes,no,yes,yes,no,no,yes,4,4,5,1,1,4,1,18,19,20
MS,F,15,U,LE3,A,3,1,health,health,reputation,mother,4,4,0,no,no,no,yes,no,no,no,yes,3,3,1,3,2,3,18,19,17,17
GP,F,19,U,LE3,A,3,2,health,services,course,father,4,4,1,yes,no,no,no,no,yes,yes,yes,3,3,5,1,3,1,17,3,2,4
GP,M,17,R,GT3,A,2,3,at_home,services,course,other,2,4,0,no,yes,no,no,yes,no,yes,no,1,5,1,4,2,1,10,5,4,7
MS,M,18,R,GT3,A,4,0,other,health,reputation,mother,1,1,2,no,yes,yes,yes,no,yes,no,no,3,5,1,1,3,1,22,3,0,0
GP,F,18,R,GT3,A,2,0,at_home,at_home,course,mother,2,3,0,no,no,no,yes,no,no,no,yes,3,5,3,1,1,3,19,20,20,20
GP,M,16,U,GT3,T,3,3,at_home,teacher,reputation,father,2,4,0,yes,no,no,no,yes,no,yes,yes,3,2,4,2,2,1,10,5,6,8
GP,F,19,U,LE3,T,3,1,health,at_home,course,father,2,1,1,yes,no,yes,no,yes,no,yes,no,5,4,5,5,2,2,0,3,2,0
MS,M,18,R,LE3,T,4,4,at_home,at_home,other,father,2,3,0,no,yes,yes,yes,no,no,yes,yes,3,4,2,5,3,4,6,19,20,20
MS,M,20,U,LE3,A,0,3,at_home,teacher,reputation,other,2,1,3,no,yes,yes,yes,yes,yes,yes,no,5,1,1,2,4,2,6,20,20,20
GP,F,17,R,LE3,T,4,4,other,teacher,course,other,2,3,3,no,no,no,yes,yes,no,no,yes,5,3,4,4,2,5,30,6,4,5
GP,M,16,U,LE3,T,3,1,teacher,teacher,reputation,mother,2,2,4,yes,yes,no,no,yes,no,yes,yes,2,3,5,5,3,2,25,3,0,0
MS,M,22,U,LE3,A,0,1,teacher,teacher,home,mother,2,3,1,yes,no,yes,yes,yes,yes,yes,yes,4,4,3,1,4,4,22,2,0,1
MS,F,18,U,LE3,T,3,0,health,health,course,mother,3,2,4,no,yes,no,no,yes,no,yes,no,3,5,4,5,2,5,28,15,14,14
MS,M,18,U,LE3,A,3,4,teacher,other,home,mother,1,2,3,no,no,yes,no,no,yes,no,no,1,1,4,5,3,5,1,10,7,8
GP,M,17,R,LE3,A,0,2,services,teacher,course,mother,1,4,1,yes,no,yes,no,no,no,no,yes,5,2,5,1,2,1,11,14,16,13
MS,F,21,R,LE3,T,3,1,at_home,services,course,other,4,1,2,no,no,no,yes,yes,yes,no,yes,2,4,3,3,5,2,2,19,19,18
GP,M,21,U,LE3,A,2,2,at_home,other,home,other,3,2,2,no,no,no,no,yes,no,no,no,2,1,5,5,4,1,23,11,13,15
GP,F,20,U,LE3,T,2,3,teacher,health,reputation,other,3,4,4,no,no,no,no,yes,no,no,yes,2,1,2,3,3,5,2,15,16,18
MS,M,22,U,LE3,A,2,4,teacher,health,course,father,4,1,2,yes,no,no,no,no,no,yes,yes,3,3,4,4,3,5,14,9,9,6
GP,F,19,R,GT3,T,2,2,at_home,other,reputation,father,4,4,1,yes,yes,no,no,no,no,no,no,2,1,2,2,2,1,22,11,8,9
GP,F,15,U,LE3,T,4,4,teacher,health,home,mother,4,3,4,no,no,no,no,yes,yes,no,yes,2,5,4,1,5,2,28,19,17,20
GP,M,16,U,LE3,T,0,3,health,at_home,home,other,3,1,2,no,yes,yes,yes,yes,no,yes,yes,4,3,1,5,3,4,14,4,2,3
GP,M,19,U,LE3,A,0,4,teacher,services,other,other,3,2,2,no,no,yes,yes,no,yes,no,no,4,1,3,2,3,4,28,6,3,5
MS,F,21,R,LE3,A,3,1,teacher,at_home,course,other,1,4,1,no,yes,no,no,yes,no,no,yes,3,3,3,3,2,2,21,2,2,0
GP,M,22,U,LE3,T,1,2,teacher,at_home,other,other,2,1,3,yes,yes,yes,no,yes,no,yes,no,5,2,5,2,1,4,10,9,9,7
GP,F,20,R,LE3,T,3,2,other,at_home,other,mother,4,3,1,no,yes,no,no,yes,yes,no,no,3,1,3,3,5,1,3,10,8,6
MS,M,19,R,LE3,T,4,1,teacher,other,reputation,father,3,3,4,no,no,no,no,no,yes,no,no,4,2,3,4,2,2,21,3,2,0
GP,F,18,R,GT3,T,2,4,health,other,home,father,3,3,2,yes,no,no,no,no,no,no,no,2,3,3,2,4,1,27,9,12,9
GP,F,17,R,GT3,A,4,0,other,services,course,mother,1,4,4,no,no,no,yes,no,no,no,no,4,1,2,5,3,2,19,6,8,7
MS,F,16,R,GT3,T,0,1,teacher,teacher,other,father,3,1,0,yes,no,yes,no,no,yes,yes,yes,5,4,1,4,1,2,12,13,15,18
GP,F,19,U,GT3,T,0,0,services,teacher,other,other,2,2,0,no,no,no,yes,no,yes,yes,yes,5,2,1,5,2,2,28,19,20,19
GP,F,21,R,LE3,T,1,2,other,other,other,father,4,3,3,no,yes,no,no,yes,no,no,yes,5,1,3,5,4,5,26,18,20,20
GP,M,16,R,LE3,T,0,1,services,teacher,reputation,mother,4,1,4,no,yes,no,no,yes,no,yes,no,4,1,5,2,5,1,2,14,12,13
GP,M,15,U,LE3,T,1,4,health,services,home,mother,1,4,2,no,yes,yes,no,no,yes,no,no,5,3,5,1,1,2,22,16,19,20
MS,F,19,U,GT3,A,1,3,at_home,teacher,course,other,3,1,2,yes,no,yes,no,no,no,yes,yes,1,4,1,3,5,3,25,1,2,3
GP,M,18,R,GT3,A,0,4,other,teacher,home,father,1,1,0,no,yes,yes,yes,yes,yes,yes,no,1,5,2,2,2,4,8,7,4,2
MS,F,18,U,GT3,A,2,0,teacher,services,course,mother,3,3,3,yes,no,no,no,yes,yes,yes,no,3,2,5,2,2,1,4,7,9,12
MS,F,15,R,GT3,T,1,1,other,health,reputation,father,2,1,4,no,yes,yes,yes,yes,yes,yes,yes,5,3,1,5,5,2,28,20,20,17
MS,F,21,R,GT3,T,2,2,health,health,home,mother,1,1,3,no,yes,yes,yes,yes,no,yes,no,4,2,3,5,4,3,9,0,0,1
GP,M,15,U,LE3,A,2,3,other,other,home,mother,3,2,0,yes,no,yes,yes,no,yes,no,no,3,5,4,4,5,5,5,12,14,11
MS,M,20,U,GT3,A,0,2,health,health,reputation,mother,1,3,0,yes,yes,no,no,yes,yes,no,yes,5,4,3,3,5,2,28,12,11,14
GP,M,20,R,GT3,A,3,3,teacher,teacher,course,other,1,1,4,yes,no,yes,yes,yes,no,no,no,2,3,3,3,5,1,17,3,4,7
MS,M,15,U,GT3,A,0,2,at_home,services,course,father,3,3,1,no,no,no,yes,yes,yes,no,yes,5,1,5,2,3,4,22,14,17,16
GP,F,18,R,GT3,A,0,3,services,at_home,course,mother,2,1,1,no,no,no,no,no,no,yes,no,5,2,2,4,2,5,14,4,5,7
MS,F,15,U,GT3,A,1,1,other,at_home,course,mother,3,1,1,no,yes,no,no,yes,yes,yes,no,5,3,4,1,2,3,10,12,11,9
GP,M,15,R,LE3,A,4,1,teacher,other,home,mother,3,1,1,yes,no,no,no,no,no,yes,no,4,2,5,2,3,1,6,4,5,3
GP,F,16,U,LE3,A,2,2,teacher,health,home,other,2,4,0,no,yes,yes,yes,yes,yes,no,no,5,1,5,1,2,4,12,17,18,16
MS,F,15,U,LE3,T,1,0,services,health,reputation,mother,2,3,3,yes,no,yes,yes,no,no,no,no,2,3,1,1,2,2,10,20,18,15
GP,F,18,U,LE3,T,2,0,health,health,other,mother,2,4,1,yes,no,no,no,yes,yes,no,yes,1,1,1,1,3,5,28,9,11,13
GP,M,16,U,GT3,T,0,0,services,health,other,other,4,4,0,no,yes,yes,yes,yes,yes,no,yes,3,5,2,4,1,3,8,4,7,4
GP,M,22,U,GT3,A,2,4,at_home,health,course,father,1,4,3,no,yes,no,no,yes,yes,yes,yes,3,3,4,1,2,5,25,1,0,1
MS,M,22,R,LE3,T,3,4,health,services,home,mother,3,1,1,no,yes,yes,yes,yes,yes,no,no,3,4,4,3,4,3,22,3,5,5
MS,F,21,U,GT3,T,4,1,health,services,home,father,3,3,2,no,yes,no,no,no,yes,yes,yes,1,1,1,5,4,1,23,17,20,19
GP,F,15,U,LE3,T,2,4,services,teacher,home,father,2,3,0,yes,yes,no,yes,yes,no,no,yes,4,4,2,2,3,3,15,13,14,17
GP,M,22,R,GT3,A,0,1,services,services,reputation,mother,4,1,0,no,no,no,no,no,yes,no,yes,1,4,5,1,3,4,8,10,9,6
MS,F,15,U,GT3,A,2,1,teacher,services,course,mother,2,4,0,no,yes,no,no,yes,yes,yes,yes,5,4,2,3,4,3,14,5,2,5
GP,F,18,R,LE3,A,2,2,teacher,at_home,course,father,1,4,0,yes,yes,no,no,no,yes,no,no,2,2,2,5,1,5,1,0,0,0
GP,M,16,R,GT3,A,2,2,other,at_home,course,mother,2,4,3,yes,no,yes,no,yes,no,yes,no,2,5,5,2,3,2,5,15,16,13
MS,M,22,U,GT3,A,1,1,health,teacher,home,other,2,3,1,no,yes,yes,no,no,yes,no,no,3,4,3,1,2,3,11,1,3,1
MS,F,17,U,LE3,T,1,4,other,teacher,home,mother,2,1,2,no,no,no,yes,no,yes,yes,no,2,3,2,2,1,1,1,16,16,19
GP,F,20,R,GT3,A,2,1,health,teacher,other,father,2,1,3,yes,no,no,yes,yes,no,yes,yes,5,5,3,4,5,4,19,5,2,1
GP,M,15,U,LE3,A,2,3,other,teacher,home,other,1,2,2,no,no,yes,yes,no,no,no,no,2,4,5,5,2,4,22,13,15,18
MS,M,18,U,LE3,A,0,1,health,at_home,course,other,4,3,3,no,no,no,no,no,no,no,yes,2,3,3,1,2,1,14,14,12,12
MS,F,21,U,LE3,A,0,4,services,teacher,other,father,2,3,4,no,no,no,no,yes,yes,yes,no,4,1,3,2,2,2,0,3,6,9
MS,M,19,U,LE3,T,0,4,at_home,teacher,other,mother,3,2,4,no,no,yes,yes,yes,yes,yes,no,5,5,2,1,4,4,0,5,2,5
MS,M,18,U,GT3,A,4,3,other,other,home,mother,4,4,4,yes,no,yes,yes,yes,no,yes,yes,5,4,5,1,1,3,28,7,9,12
MS,M,18,R,LE3,T,3,1,services,health,course,father,2,1,4,yes,no,no,yes,no,yes,yes,yes,1,3,4,3,3,3,25,3,2,4
MS,F,22,U,GT3,T,2,4,at_home,teacher,other,father,1,3,3,no,yes,yes,yes,no,no,yes,no,2,4,4,3,3,2,23,19,20,20
GP,F,17,R,LE3,A,2,1,services,other,other,mother,4,4,2,yes,no,yes,yes,yes,no,yes,yes,2,5,5,2,3,2,4,20,20,20
GP,M,19,R,LE3,T,4,2,teacher,teacher,course,father,3,1,4,yes,no,no,yes,yes,yes,no,no,3,1,3,1,5,4,18,20,20,18
GP,M,21,R,GT3,A,0,2,other,health,reputation,father,4,1,2,no,yes,yes,yes,no,yes,no,no,5,5,4,3,4,2,13,16,17,17
GP,F,15,R,LE3,T,4,2,health,health,reputation,father,3,2,4,yes,yes,no,yes,no,no,yes,yes,4,1,3,5,1,1,8,0,0,0
MS,F,16,U,GT3,T,4,1,other,services,home,father,4,2,2,yes,no,no,no,yes,yes,yes,yes,5,1,4,5,2,3,17,2,4,4
GP,M,21,U,GT3,A,0,3,teacher,teacher,course,other,3,4,1,yes,no,yes,no,no,yes,no,yes,4,4,2,1,5,4,18,20,20,20
MS,M,15,U,GT3,A,4,1,health,other,course,father,1,1,2,yes,yes,no,yes,yes,no,no,yes,5,4,2,1,4,1,22,13,14,11
GP,M,22,U,GT3,T,1,4,services,services,course,mother,1,3,3,no,no,yes,no,yes,no,no,no,5,2,4,2,1,5,5,20,20,19
GP,F,15,U,LE3,T,4,0,services,services,home,other,1,4,0,yes,yes,no,yes,no,yes,no,yes,3,4,3,4,4,3,10,6,8,11
MS,F,18,U,GT3,T,3,3,services,health,reputation,father,3,4,3,yes,no,yes,yes,no,no,yes,yes,1,3,2,2,1,1,10,1,0,3
MS,F,16,U,LE3,T,2,0,at_home,health,other,mother,1,1,0,no,yes,yes,no,yes,no,yes,yes,3,4,4,2,5,4,4,13,13,14
GP,F,22,R,GT3,T,0,3,health,other,reputation,other,4,4,3,no,no,yes,yes,yes,yes,no,yes,4,2,3,2,2,1,0,0,0,0
MS,F,20,U,GT3,A,1,1,health,health,other,other,3,4,2,yes,yes,no,yes,no,yes,yes,no,1,4,1,2,1,5,22,5,3,2
MS,F,17,R,LE3,T,4,1,services,health,other,mother,2,2,0,yes,no,yes,yes,no,yes,no,yes,3,5,5,4,2,5,0,1,0,0
GP,F,20,R,GT3,A,0,3,services,services,home,father,4,3,4,yes,yes,yes,yes,yes,yes,yes,yes,1,5,2,3,2,3,27,17,14,12
GP,M,21,U,GT3,A,0,1,services,health,home,father,2,4,1,no,no,yes,yes,no,no,no,no,1,1,4,1,2,3,7,18,20,17
GP,M,19,U,GT3,T,4,3,other,at_home,other,father,4,1,3,no,yes,no,no,yes,yes,no,no,2,4,3,5,2,3,3,20,20,19
GP,M,20,R,GT3,T,0,3,health,teacher,course,father,1,3,0,yes,yes,no,no,yes,no,no,no,4,1,4,3,1,1,19,6,5,3
MS,M,19,U,LE3,T,3,2,at_home,health,reputation,mother,1,1,2,no,yes,yes,no,yes,yes,yes,yes,1,3,1,1,2,4,7,15,18,20
MS,M,18,R,LE3,T,2,2,health,at_home,reputation,other,2,4,0,yes,no,yes,yes,yes,yes,no,no,1,2,1,2,1,1,25,13,13,10
GP,M,16,R,LE3,A,4,0,teacher,teacher,other,mother,4,4,0,yes,yes,yes,yes,yes,yes,no,yes,2,2,1,5,4,3,27,12,13,14
MS,F,16,U,GT3,A,1,3,other,health,reputation,father,4,3,4,no,no,yes,yes,yes,yes,yes,no,4,1,5,3,2,1,25,2,1,0
GP,M,16,U,LE3,T,0,1,at_home,other,other,mother,4,2,1,yes,yes,yes,yes,no,yes,no,no,4,5,1,4,2,3,18,10,9,8
GP,M,20,U,GT3,A,4,2,teacher,teacher,home,father,4,3,0,no,no,no,yes,yes,yes,no,yes,4,4,4,1,1,2,15,20,19,19
GP,F,16,U,LE3,A,1,0,health,teacher,home,mother,2,4,3,no,no,yes,yes,no,no,no,no,4,2,2,3,3,3,23,5,7,5
GP,F,17,R,GT3,T,0,0,at_home,other,course,other,3,2,0,yes,yes,yes,no,yes,yes,yes,no,4,1,1,5,4,4,6,19,17,19
MS,M,16,U,LE3,T,3,3,health,at_home,other,other,3,4,2,no,no,yes,no,yes,no,no,no,4,5,4,1,4,4,13,1,4,3
