school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
MS,M,21,U,GT3,A,1,2,services,other,reputation,father,2,1,4,yes,no,no,no,no,yes,yes,no,3,3,3,3,4,3,23,0,0,0
GP,F,17,R,GT3,A,4,0,at_home,at_home,other,mother,2,3,1,no,yes,yes,yes,no,yes,yes,no,3,1,5,1,1,5,25,10,8,8
MS,F,15,R,LE3,A,4,4,health,services,reputation,father,2,3,0,yes,yes,yes,no,no,no,no,yes,4,3,2,3,3,3,29,15,15,15
MS,F,18,R,LE3,A,4,4,health,at_home,home,mother,3,2,4,yes,yes,no,no,no,no,yes,yes,3,3,4,5,2,4,3,5,4,4
MS,F,15,U,GT3,A,1,2,health,health,reputation,other,4,2,4,yes,yes,yes,yes,yes,no,yes,no,2,5,2,2,5,5,29,0,2,1
GP,F,16,U,LE3,T,1,1,health,teacher,home,mother,4,4,3,no,yes,yes,yes,no,no,yes,yes,5,1,3,2,3,4,25,3,1,2
GP,M,20,U,LE3,T,3,2,at_home,other,reputation,mother,3,3,3,no,yes,yes,yes,yes,yes,no,no,2,1,3,3,3,5,12,7,7,6
GP,M,21,R,GT3,A,0,0,teacher,at_home,course,father,1,1,1,no,yes,no,no,yes,no,no,no,1,5,5,1,3,5,24,7,8,9
GP,M,17,R,GT3,T,3,4,at_home,teacher,reputation,other,4,1,3,no,yes,no,yes,no,no,yes,no,4,1,5,4,4,1,22,7,6,5
GP,F,21,R,GT3,T,3,0,services,teacher,home,other,3,2,0,no,no,no,no,yes,no,no,no,3,1,2,4,3,4,19,5,3,4
GP,M,16,R,LE3,A,2,1,health,health,other,father,1,4,0,no,no,no,yes,yes,no,no,no,4,1,3,4,5,2,0,16,15,15
MS,F,15,U,LE3,A,1,2,at_home,services,home,father,2,2,1,no,no,yes,yes,no,no,yes,yes,1,4,5,5,2,2,22,8,7,6
GP,M,16,R,GT3,T,3,0,teacher,services,home,mother,1,3,0,yes,no,yes,yes,no,yes,no,yes,1,3,2,4,1,5,4,8,6,6
GP,M,20,U,LE3,A,2,0,other,other,course,other,3,3,1,yes,no,no,yes,no,no,yes,no,3,4,1,4,1,5,25,11,12,11
MS,F,18,U,LE3,A,2,0,health,services,other,mother,2,1,3,no,yes,no,no,no,yes,no,yes,4,5,1,4,3,5,13,1,2,1
GP,M,19,U,GT3,T,2,1,at_home,services,other,mother,1,3,2,yes,no,no,no,yes,no,no,no,5,3,3,1,3,4,5,10,9,10
GP,F,20,R,LE3,T,3,2,teacher,other,home,mother,1,1,0,no,no,yes,yes,yes,no,no,no,4,1,2,2,1,4,22,14,13,13
MS,F,17,U,LE3,T,1,3,services,other,course,mother,1,2,3,yes,yes,no,yes,no,yes,yes,no,5,3,4,5,3,1,14,2,3,2
MS,F,17,R,LE3,A,4,2,teacher,health,home,mother,1,4,2,yes,no,yes,yes,yes,yes,no,no,2,1,2,4,1,5,19,6,4,5
MS,F,18,R,LE3,A,2,1,services,other,course,mother,1,3,3,yes,yes,yes,no,no,yes,yes,no,5,4,5,1,1,5,12,11,11,10
GP,M,19,U,LE3,T,4,2,services,other,course,mother,1,1,3,no,no,no,yes,no,no,yes,yes,2,3,1,1,4,2,12,6,5,5
GP,M,16,R,GT3,T,4,0,health,other,reputation,mother,2,3,2,yes,yes,yes,yes,yes,no,yes,no,2,1,5,5,4,5,8,4,3,2
GP,M,21,R,LE3,T,4,0,services,services,other,father,4,3,4,yes,yes,yes,no,no,yes,no,yes,2,2,4,2,1,2,14,6,8,7
GP,M,22,R,LE3,T,0,3,teacher,teacher,course,mother,2,1,1,yes,no,yes,yes,yes,yes,no,yes,5,5,4,1,3,5,3,9,7,8
MS,F,20,R,LE3,A,4,3,at_home,health,home,father,1,1,2,yes,no,yes,yes,no,yes,no,yes,5,3,3,3,1,1,16,3,4,3
GP,F,17,U,GT3,T,1,1,health,teacher,course,mother,3,3,3,no,yes,yes,yes,yes,no,no,yes,1,2,1,2,1,2,1,7,6,5
GP,M,22,R,LE3,T,1,2,health,teacher,reputation,other,1,4,2,yes,no,no,no,yes,yes,yes,no,5,2,4,4,4,3,12,11,13,14
GP,F,16,U,LE3,T,3,0,at_home,services,other,other,1,2,4,yes,yes,yes,no,yes,no,yes,no,4,2,2,5,1,2,30,0,1,0
GP,M,21,R,GT3,A,3,0,at_home,health,other,mother,1,4,2,no,yes,no,no,no,no,yes,no,4,4,2,3,5,2,22,8,9,9
GP,M,21,U,GT3,T,1,1,at_home,health,other,mother,1,3,1,no,yes,no,yes,no,no,no,yes,1,5,5,1,5,4,30,14,12,13
MS,F,18,R,LE3,A,2,1,health,other,course,mother,2,3,3,yes,no,yes,no,yes,yes,yes,no,2,1,2,1,1,3,27,14,15,15
GP,M,19,R,GT3,A,4,2,at_home,services,other,father,3,3,1,no,yes,no,no,no,no,no,no,5,5,4,1,4,2,28,7,5,4
MS,M,20,U,LE3,A,4,2,other,teacher,course,mother,4,2,2,no,no,no,no,no,yes,yes,yes,1,4,3,2,2,3,24,9,9,8
MS,F,19,U,GT3,T,1,1,at_home,teacher,course,father,3,2,0,no,no,yes,no,yes,yes,yes,yes,5,1,4,5,3,2,4,5,5,6
MS,F,19,R,LE3,T,2,2,health,at_home,other,father,3,4,0,yes,no,yes,yes,yes,no,no,yes,2,4,4,4,2,5,13,13,14,13
GP,M,15,U,GT3,T,0,2,health,at_home,home,mother,3,3,4,yes,yes,yes,yes,no,yes,yes,yes,3,2,3,4,2,1,13,2,2,1
GP,F,21,U,GT3,T,0,1,teacher,health,other,other,3,3,1,no,yes,yes,yes,no,yes,no,yes,3,5,3,2,2,2,5,9,8,9
GP,F,15,R,GT3,A,1,2,health,health,reputation,father,4,1,4,no,yes,no,no,yes,yes,no,yes,5,2,4,5,4,1,24,4,3,3
GP,F,15,R,LE3,T,3,0,services,other,reputation,other,2,1,3,no,no,no,no,no,yes,no,no,3,2,2,2,2,2,4,6,4,5
GP,M,19,U,GT3,T,1,1,services,at_home,home,father,2,3,1,no,yes,no,yes,no,yes,yes,yes,5,1,3,4,4,3,3,6,7,8
MS,F,19,U,GT3,T,0,0,health,at_home,reputation,father,1,3,3,yes,no,no,no,yes,no,no,no,1,3,3,3,5,1,25,0,0,0
MS,M,16,U,GT3,A,3,2,teacher,other,home,other,4,2,4,no,no,no,no,yes,yes,no,yes,2,1,3,2,4,2,21,0,2,3
MS,F,17,U,LE3,A,0,1,other,health,other,other,4,4,4,no,no,yes,no,yes,yes,yes,no,4,4,2,1,5,2,4,10,8,8
MS,M,21,R,LE3,T,4,2,health,teacher,home,other,4,3,2,yes,yes,no,yes,yes,yes,yes,yes,2,1,5,1,3,1,24,9,10,10
MS,M,19,R,LE3,T,0,1,at_home,other,other,father,3,3,4,no,no,no,no,no,no,no,yes,4,2,4,3,4,1,8,4,2,2
GP,M,20,U,GT3,T,0,4,at_home,services,other,other,2,4,3,yes,yes,no,yes,no,yes,no,yes,1,3,5,4,1,2,11,6,5,6
GP,M,21,U,GT3,A,1,0,services,other,course,other,3,4,2,no,no,no,yes,no,no,no,no,2,3,3,1,3,5,3,14,16,17
GP,F,19,R,GT3,A,1,4,services,at_home,course,mother,2,2,1,yes,no,no,yes,no,yes,no,yes,2,2,1,1,5,4,4,4,2,2
GP,M,20,R,GT3,T,2,3,services,services,other,other,2,2,0,yes,yes,yes,no,no,no,no,no,1,2,5,2,5,1,26,3,3,2
GP,F,18,R,GT3,A,2,4,other,at_home,reputation,father,3,4,0,no,yes,yes,yes,no,no,no,yes,3,3,4,4,2,1,2,13,15,15
GP,F,19,U,LE3,A,1,1,teacher,health,reputation,father,4,3,1,no,no,yes,yes,yes,no,yes,no,5,4,5,4,5,1,1,13,12,13
MS,M,15,U,LE3,A,3,2,teacher,at_home,course,mother,1,3,1,no,yes,yes,yes,no,yes,yes,yes,5,5,3,4,4,3,5,12,11,10
GP,F,17,U,LE3,T,0,1,services,at_home,home,mother,2,1,1,yes,yes,yes,no,no,no,no,yes,1,4,4,3,1,4,27,7,8,9
MS,M,18,U,LE3,A,2,1,teacher,teacher,reputation,mother,3,4,1,yes,yes,yes,no,yes,yes,yes,no,4,1,5,1,1,4,22,7,6,6
GP,M,15,R,GT3,A,4,3,teacher,at_home,other,father,3,4,0,yes,no,yes,no,no,yes,no,yes,4,2,3,5,1,2,4,15,13,14
MS,M,21,R,GT3,T,1,3,health,health,other,other,1,2,0,yes,yes,yes,yes,yes,no,yes,yes,3,5,4,5,1,1,14,6,6,7
GP,F,17,R,LE3,A,2,1,other,services,home,father,1,2,1,yes,no,no,no,yes,yes,no,yes,2,1,3,3,2,2,3,10,11,12
MS,M,21,U,LE3,T,4,1,health,services,course,father,4,1,2,no,no,yes,no,no,yes,yes,yes,3,5,4,5,3,1,19,4,5,5
MS,F,21,R,LE3,T,4,2,at_home,health,course,mother,4,4,3,no,yes,yes,no,yes,yes,no,yes,4,3,5,1,2,5,4,4,6,7
GP,F,19,U,LE3,A,3,1,teacher,health,course,father,4,2,3,yes,no,yes,no,yes,no,yes,yes,4,4,1,3,3,5,16,3,3,2
GP,F,16,U,LE3,T,2,4,other,health,reputation,mother,1,2,1,yes,yes,yes,no,no,yes,no,yes,4,5,4,5,4,4,9,1,3,2
MS,M,15,R,GT3,A,1,0,teacher,at_home,reputation,other,4,4,4,no,yes,no,no,no,no,no,no,3,1,5,4,2,2,9,10,8,9
GP,M,17,U,LE3,T,1,0,services,teacher,home,father,2,3,4,yes,yes,no,no,yes,yes,no,no,2,4,5,5,5,5,8,11,9,10
GP,F,16,U,LE3,T,3,3,at_home,teacher,reputation,other,1,1,0,no,yes,yes,no,yes,no,yes,yes,1,3,1,3,2,3,7,13,15,16
GP,M,17,R,LE3,T,0,3,at_home,other,other,mother,4,4,1,yes,yes,yes,no,yes,yes,no,no,1,5,3,1,5,4,5,13,11,10
MS,M,16,U,LE3,T,1,4,health,health,reputation,other,2,1,4,yes,no,yes,no,yes,no,no,yes,4,4,4,4,1,1,13,9,11,10
GP,F,19,U,LE3,T,3,4,at_home,at_home,home,father,1,3,4,no,yes,no,no,no,yes,yes,yes,4,4,3,4,5,4,24,2,2,3
GP,F,20,R,LE3,A,4,4,other,other,reputation,father,3,2,4,no,no,yes,no,no,yes,yes,no,3,4,2,5,4,4,18,0,1,2
MS,M,15,U,GT3,A,3,2,other,services,course,father,3,1,4,yes,no,yes,no,no,yes,no,no,5,3,2,4,5,5,25,3,4,4
GP,M,19,R,LE3,T,4,3,teacher,services,reputation,mother,1,2,3,yes,no,yes,no,no,no,yes,yes,5,2,3,5,3,3,16,0,0,1
GP,F,20,R,GT3,T,4,4,at_home,services,home,other,3,4,1,yes,yes,no,no,yes,yes,yes,yes,1,3,4,4,1,5,28,13,12,11
MS,M,19,U,GT3,T,3,4,services,at_home,other,other,1,4,0,yes,no,yes,no,yes,yes,yes,yes,4,3,1,1,2,3,29,10,10,9
GP,M,22,R,GT3,A,4,3,services,health,course,mother,4,2,1,yes,no,no,no,no,yes,no,no,2,2,2,1,5,1,10,6,6,6
GP,M,22,R,GT3,A,2,4,services,services,course,other,2,4,2,yes,yes,yes,yes,no,yes,no,yes,2,3,3,3,2,1,5,12,10,11
GP,M,17,U,LE3,T,3,1,health,at_home,other,mother,4,3,4,yes,no,no,no,no,yes,yes,no,2,3,2,3,1,4,3,10,11,11
GP,M,16,U,GT3,T,4,0,services,services,home,father,4,4,2,no,no,yes,no,yes,no,yes,no,4,5,3,1,4,1,11,14,16,16
GP,M,19,U,LE3,A,1,3,other,other,home,mother,2,1,4,yes,no,yes,yes,yes,yes,yes,no,1,5,4,5,5,2,25,2,2,1
MS,M,18,U,GT3,A,1,2,teacher,services,reputation,mother,4,3,3,no,yes,no,yes,no,yes,yes,yes,3,4,4,2,3,3,27,8,6,7
MS,M,21,U,GT3,T,2,1,health,at_home,reputation,other,3,4,3,no,no,yes,yes,yes,yes,yes,no,4,2,5,1,5,2,26,11,10,9
GP,M,19,R,LE3,A,3,2,other,other,course,other,4,3,3,yes,no,no,no,no,yes,yes,yes,2,2,1,4,5,4,23,10,8,7
MS,F,22,U,GT3,T,2,4,other,services,course,father,1,3,1,no,no,yes,no,yes,yes,yes,yes,1,2,5,5,3,4,27,9,7,8
GP,M,16,R,GT3,T,0,4,other,health,home,father,4,1,2,no,yes,no,no,yes,yes,no,yes,3,5,5,1,4,1,24,11,10,9
MS,F,16,U,LE3,T,0,1,other,health,other,father,2,3,2,yes,yes,no,yes,yes,no,yes,yes,1,3,3,1,2,3,6,11,12,11
MS,M,18,R,GT3,T,3,0,health,services,other,other,2,2,2,yes,yes,yes,no,no,no,yes,no,3,4,2,1,3,4,26,7,9,9
GP,M,20,U,LE3,A,2,1,at_home,other,home,other,2,2,3,no,yes,no,yes,yes,no,no,no,1,3,2,3,2,5,2,8,8,7
MS,F,15,U,GT3,A,1,2,other,services,other,father,1,3,0,yes,yes,yes,yes,no,yes,yes,no,2,4,4,2,4,2,29,11,11,12
MS,M,22,U,LE3,A,1,0,other,at_home,home,father,4,4,2,yes,yes,yes,no,no,no,no,no,1,2,3,5,4,2,27,7,8,8
GP,F,21,U,LE3,A,2,0,health,services,reputation,other,1,4,1,no,no,no,yes,yes,yes,no,no,4,4,1,3,1,2,22,7,5,6
GP,M,18,R,LE3,T,4,1,at_home,health,course,father,2,1,2,yes,yes,yes,yes,yes,no,no,no,2,1,3,3,1,1,1,12,12,11
GP,F,19,R,LE3,T,0,4,at_home,other,course,mother,2,2,2,no,yes,no,yes,no,no,no,yes,2,2,3,1,4,3,25,3,3,2
MS,F,17,R,LE3,T,4,4,teacher,teacher,reputation,father,4,4,0,no,yes,yes,no,yes,yes,no,no,2,1,2,1,1,5,10,13,14,15
GP,F,20,U,GT3,T,0,2,at_home,at_home,course,mother,1,1,3,yes,yes,no,yes,yes,no,yes,no,1,2,1,4,2,2,2,1,3,3
GP,M,16,R,GT3,T,1,0,teacher,services,course,other,3,4,0,no,yes,yes,yes,no,yes,no,no,3,2,4,1,2,2,24,11,10,9
MS,F,16,R,LE3,T,2,1,health,other,course,mother,2,1,4,no,no,no,no,yes,no,yes,yes,2,4,3,3,1,2,29,1,2,1
MS,M,15,U,GT3,A,2,4,other,services,home,father,1,2,0,yes,yes,no,yes,yes,no,no,no,5,5,4,3,4,5,13,14,13,12
MS,M,15,U,GT3,A,3,2,teacher,other,reputation,father,1,1,4,yes,no,no,yes,yes,no,no,yes,1,4,5,5,2,4,19,7,6,6
GP,M,19,R,GT3,A,0,4,health,teacher,reputation,other,4,3,2,no,yes,yes,yes,yes,yes,yes,yes,4,2,1,3,3,1,28,4,2,1
GP,F,21,U,GT3,A,3,1,other,teacher,home,mother,1,1,2,yes,no,yes,yes,yes,no,yes,yes,2,4,2,4,5,5,30,9,11,10
MS,F,20,R,LE3,A,3,2,at_home,health,home,mother,1,3,1,yes,no,yes,yes,yes,no,yes,yes,5,1,3,1,5,5,20,9,9,10
GP,M,17,U,LE3,A,0,0,services,health,course,mother,3,4,3,yes,no,no,no,no,no,no,no,4,4,2,1,1,1,17,5,3,2
GP,F,17,U,GT3,A,0,1,at_home,health,home,other,3,1,3,no,no,yes,no,yes,no,yes,no,3,2,2,3,4,1,0,3,2,3
GP,F,20,U,LE3,A,0,1,services,services,home,father,4,1,0,yes,no,yes,yes,yes,no,no,no,1,1,1,2,5,2,16,7,5,4
GP,F,18,U,GT3,T,2,0,health,teacher,course,other,3,1,3,no,no,no,yes,no,no,no,yes,3,2,2,4,4,2,27,8,9,8
GP,F,20,U,LE3,A,3,1,services,at_home,reputation,father,2,3,4,no,yes,no,no,yes,yes,no,yes,2,4,2,4,4,1,16,6,7,7
MS,F,17,R,LE3,A,3,4,at_home,other,course,other,3,4,3,yes,yes,yes,yes,no,yes,yes,no,1,5,3,5,5,4,9,3,2,2
MS,F,19,U,GT3,A,3,4,health,teacher,reputation,mother,3,4,2,no,yes,no,no,yes,yes,no,no,3,1,1,1,5,4,24,8,10,9
GP,M,18,U,GT3,T,2,1,services,other,course,other,2,1,4,no,no,yes,no,no,no,yes,no,1,1,1,2,1,2,26,3,2,3
MS,F,17,U,LE3,T,3,0,services,other,other,mother,2,4,1,yes,no,yes,yes,yes,yes,yes,yes,1,5,4,5,5,5,19,2,0,0
GP,F,18,R,GT3,T,1,0,at_home,teacher,other,other,4,1,0,no,yes,no,yes,no,yes,no,no,5,3,3,1,1,1,6,14,13,13
GP,F,15,R,LE3,A,4,0,at_home,health,other,other,1,2,3,yes,no,yes,no,yes,yes,no,yes,2,2,5,5,4,3,15,5,7,6
MS,M,18,U,GT3,A,4,0,teacher,health,course,other,1,3,2,no,yes,yes,yes,no,no,yes,yes,2,4,2,2,1,4,18,5,7,8
MS,M,22,R,GT3,A,0,3,at_home,services,home,father,1,2,4,no,yes,yes,no,yes,yes,no,no,2,4,1,1,4,1,6,4,2,3
MS,F,19,U,LE3,T,4,1,services,other,course,other,1,2,0,yes,no,yes,no,yes,yes,no,yes,1,2,1,3,1,4,15,13,14,15
MS,M,18,U,GT3,T,2,4,teacher,teacher,home,father,1,1,2,no,no,no,yes,no,no,yes,no,4,2,5,3,3,1,4,9,10,10
MS,F,17,U,GT3,A,4,0,services,services,course,mother,4,1,4,no,yes,yes,no,yes,yes,no,no,4,3,3,4,4,4,4,0,0,0
GP,F,22,U,LE3,A,0,2,at_home,services,other,other,2,4,0,yes,yes,no,no,no,yes,yes,yes,4,3,1,3,5,3,22,12,13,12
GP,F,20,R,GT3,A,1,3,health,other,course,mother,4,4,3,no,yes,yes,no,no,yes,yes,no,1,2,3,2,5,4,15,7,7,8
GP,F,21,R,LE3,A,0,2,other,other,other,other,2,2,0,no,no,yes,no,yes,no,yes,yes,4,2,5,4,1,3,19,13,13,12
MS,F,20,R,GT3,T,3,4,other,at_home,other,other,3,3,2,yes,no,yes,yes,yes,no,yes,yes,4,2,4,2,4,2,5,3,2,3
GP,M,16,U,LE3,A,2,3,at_home,other,home,father,1,4,1,yes,no,yes,no,yes,no,no,no,5,5,2,1,3,2,30,6,8,7
GP,F,17,U,LE3,A,4,4,teacher,teacher,course,mother,4,3,3,yes,yes,no,yes,yes,no,no,yes,2,1,4,2,4,1,28,3,1,1
GP,F,17,R,GT3,T,2,2,at_home,other,reputation,mother,4,2,4,no,no,no,yes,yes,yes,yes,no,3,3,1,2,3,5,23,10,10,9
GP,F,17,R,LE3,A,1,4,teacher,health,home,father,2,3,0,no,no,yes,yes,no,no,no,no,3,2,4,2,5,3,11,11,12,12
MS,F,22,U,GT3,A,0,3,at_home,services,other,mother,2,1,4,yes,yes,yes,yes,yes,yes,yes,no,3,2,5,1,3,3,17,6,8,7
GP,F,20,U,LE3,T,1,0,health,health,course,mother,1,2,2,no,no,yes,yes,yes,no,no,no,1,2,4,5,5,5,25,8,7,8
GP,F,18,U,GT3,T,3,1,other,at_home,reputation,mother,1,3,4,yes,yes,yes,no,no,yes,yes,yes,4,3,5,4,3,5,19,7,5,4
GP,F,22,R,LE3,T,3,3,services,other,course,father,2,1,0,no,yes,no,yes,yes,no,no,yes,5,2,2,4,4,1,22,4,5,5
GP,M,17,R,GT3,A,2,1,other,at_home,course,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,3,2,3,1,2,2,22,4,4,5
GP,M,20,U,GT3,T,2,1,health,teacher,home,father,2,1,4,no,no,no,yes,no,no,yes,no,3,2,2,1,5,5,7,3,5,4
GP,F,19,R,GT3,T,3,3,at_home,other,reputation,mother,2,2,4,no,no,yes,no,yes,yes,no,no,5,3,4,3,1,5,10,12,12,13
GP,F,20,R,GT3,T,3,1,teacher,other,course,father,4,2,4,yes,no,no,yes,no,no,yes,no,2,5,2,2,2,3,0,4,3,3
MS,F,19,R,LE3,A,1,4,services,health,home,mother,2,2,1,no,yes,no,yes,yes,yes,no,no,2,4,1,2,4,4,0,9,7,8
MS,M,18,U,LE3,A,2,0,teacher,health,home,mother,1,2,1,no,yes,yes,yes,yes,no,no,yes,1,5,2,4,1,1,13,6,5,5
MS,F,20,R,GT3,A,0,3,teacher,at_home,other,mother,4,3,1,no,yes,yes,no,yes,no,yes,yes,3,4,1,4,4,2,27,4,3,2
MS,F,15,R,GT3,T,3,2,health,health,home,father,3,3,2,yes,yes,no,yes,no,no,no,no,4,4,1,4,2,3,19,6,8,7
MS,M,16,R,GT3,A,0,4,other,at_home,home,mother,4,2,1,no,yes,yes,yes,no,yes,no,no,3,3,1,4,2,2,8,10,10,9
MS,M,22,U,LE3,A,2,4,services,health,other,mother,4,1,2,no,yes,yes,no,no,yes,yes,yes,5,3,2,5,3,3,15,4,2,2
MS,F,20,U,LE3,T,3,4,teacher,services,other,mother,3,4,3,yes,no,yes,no,no,no,yes,no,1,4,4,1,5,4,26,11,12,12
MS,M,17,R,LE3,A,4,0,services,services,home,other,3,1,0,yes,no,no,yes,yes,yes,no,no,1,4,5,4,1,3,7,12,13,12
MS,F,18,U,GT3,A,3,4,other,health,reputation,mother,4,4,3,yes,yes,no,no,yes,yes,yes,yes,4,4,4,5,3,1,19,3,4,5
MS,M,18,R,LE3,A,3,1,other,at_home,reputation,father,2,4,3,yes,no,no,yes,no,yes,yes,yes,4,1,3,5,4,1,17,8,6,6
MS,F,17,U,LE3,A,1,4,teacher,at_home,reputation,other,2,1,4,yes,no,yes,yes,no,no,yes,yes,4,1,4,1,5,4,26,3,3,2
MS,M,17,U,LE3,T,0,1,services,services,home,mother,3,3,4,no,no,yes,no,yes,yes,no,no,2,1,3,3,5,5,5,4,6,7
MS,F,15,U,LE3,A,4,0,at_home,at_home,home,father,4,3,1,yes,no,yes,yes,no,no,yes,yes,3,1,2,4,1,1,15,7,6,6
MS,F,22,U,LE3,T,4,4,teacher,other,home,father,2,4,1,yes,no,yes,no,no,no,yes,yes,4,2,5,5,5,3,30,11,12,13
MS,F,16,R,LE3,A,4,0,other,at_home,home,mother,4,4,3,yes,yes,yes,yes,yes,yes,yes,no,1,2,4,2,3,3,8,6,8,8
GP,M,20,R,LE3,T,1,0,services,health,course,mother,3,2,3,yes,yes,yes,yes,no,no,yes,yes,2,5,3,5,4,4,26,0,2,2
MS,F,17,R,LE3,A,2,1,services,teacher,course,father,2,4,2,yes,no,no,no,yes,yes,no,no,5,5,2,1,3,5,14,11,13,13
MS,M,21,U,LE3,T,1,3,teacher,at_home,other,father,4,3,4,yes,yes,no,no,no,yes,yes,yes,3,2,5,5,4,2,5,8,10,9
GP,M,21,R,LE3,A,4,4,at_home,health,reputation,father,4,2,4,yes,yes,no,no,no,no,no,no,5,2,3,4,1,3,3,4,6,5
GP,M,18,U,GT3,T,4,4,health,other,home,mother,2,4,0,yes,yes,yes,no,no,yes,no,no,2,5,1,3,2,1,27,12,10,9
MS,F,15,U,GT3,A,1,4,at_home,health,home,other,4,3,3,no,yes,yes,no,yes,no,yes,yes,5,2,2,3,2,1,18,10,11,12
GP,M,21,U,LE3,A,3,4,health,teacher,home,father,3,2,0,no,no,no,yes,no,no,no,yes,3,1,3,2,3,4,8,6,6,5
GP,F,22,R,GT3,T,0,0,at_home,at_home,other,mother,2,1,3,no,yes,yes,no,yes,yes,yes,yes,3,5,5,5,1,5,6,10,9,8
MS,F,18,R,LE3,A,2,2,at_home,services,home,father,4,4,0,no,no,yes,yes,no,yes,yes,no,4,3,1,5,1,4,20,8,8,7
MS,F,17,R,LE3,A,2,3,health,services,home,other,1,3,4,yes,no,no,yes,yes,no,no,no,3,5,4,3,2,5,21,2,0,1
MS,M,15,U,GT3,T,4,1,teacher,services,course,father,1,3,0,yes,yes,yes,yes,yes,yes,no,no,2,1,2,5,3,5,17,11,9,10
MS,F,17,R,GT3,T,4,2,teacher,at_home,course,other,4,2,1,yes,no,no,yes,yes,yes,yes,no,3,3,1,5,5,1,24,9,7,8
MS,F,17,U,LE3,T,4,2,health,teacher,home,mother,2,4,3,yes,yes,no,no,no,yes,no,yes,4,2,2,1,1,5,20,7,7,7
GP,F,15,R,LE3,A,0,3,at_home,services,course,other,3,3,3,yes,yes,yes,yes,no,yes,no,no,1,5,5,3,2,5,8,10,11,11
GP,M,17,U,GT3,A,0,2,health,teacher,reputation,other,4,1,4,no,yes,yes,no,no,no,yes,yes,4,5,4,1,3,1,12,0,1,1
GP,M,15,R,LE3,T,4,0,at_home,services,home,other,1,1,1,yes,yes,yes,yes,yes,yes,yes,no,2,1,5,3,3,2,22,6,6,7
MS,M,18,U,LE3,A,0,0,other,other,other,mother,2,4,2,no,no,no,no,no,yes,yes,no,3,5,5,3,3,3,7,11,9,10
GP,F,21,R,GT3,T,2,2,services,at_home,other,mother,2,3,1,yes,no,no,yes,no,no,no,yes,2,4,1,4,2,3,17,8,9,8
MS,M,17,R,GT3,T,1,1,services,teacher,course,other,3,1,0,no,yes,yes,yes,no,yes,yes,no,4,1,3,4,1,3,16,14,12,12
GP,F,19,R,LE3,T,1,4,services,services,other,other,3,1,3,no,no,yes,yes,no,no,yes,no,4,1,5,1,5,5,17,7,7,8
MS,F,21,R,GT3,T,4,1,health,services,other,father,4,4,4,yes,no,no,yes,yes,yes,no,no,1,5,3,2,1,1,18,2,0,1
MS,M,22,U,LE3,T,1,4,at_home,health,reputation,mother,4,3,2,yes,yes,yes,no,yes,yes,no,no,4,5,5,2,3,2,14,10,12,13
GP,F,20,U,LE3,T,1,1,teacher,other,home,father,1,1,3,yes,yes,yes,no,no,yes,yes,no,4,1,5,5,5,2,28,4,5,5
MS,F,20,R,GT3,T,3,0,at_home,services,other,other,1,2,4,yes,yes,yes,yes,no,no,yes,yes,2,2,4,2,2,4,14,8,7,6
GP,M,15,R,GT3,A,3,0,at_home,teacher,reputation,other,3,1,1,no,yes,no,no,yes,no,yes,no,1,1,4,3,1,2,28,9,7,8
MS,M,20,U,GT3,A,3,1,services,other,home,father,2,1,0,yes,no,yes,no,no,no,no,yes,3,5,4,3,3,5,15,16,15,14
GP,M,19,U,GT3,A,0,4,other,services,course,mother,3,2,1,no,no,no,yes,yes,yes,yes,no,4,1,2,1,2,5,18,10,8,8
MS,M,18,R,LE3,T,0,1,at_home,at_home,reputation,mother,2,3,3,no,yes,yes,no,no,no,no,yes,5,5,5,2,2,2,14,12,13,12
MS,M,16,R,LE3,A,0,1,services,other,course,father,3,4,4,no,no,yes,no,no,no,no,no,2,5,2,1,5,4,4,6,4,3
GP,F,21,U,GT3,A,1,0,teacher,at_home,course,father,3,4,4,no,no,no,no,no,no,no,no,4,3,1,2,3,4,13,3,1,0
MS,M,20,R,LE3,A,0,2,teacher,at_home,other,father,3,3,0,yes,yes,no,no,no,yes,no,no,1,2,2,2,5,4,29,13,11,12
GP,M,22,U,LE3,A,0,1,at_home,health,home,other,3,3,1,yes,no,yes,yes,yes,no,yes,yes,1,5,3,1,2,3,21,12,14,14
GP,M,22,R,LE3,A,2,1,other,services,home,mother,3,4,4,no,yes,no,no,yes,no,yes,no,4,4,3,5,1,5,10,7,9,9
GP,M,15,U,GT3,T,1,4,services,services,reputation,other,1,2,0,no,yes,no,no,yes,no,yes,no,2,1,2,1,5,4,21,13,13,14
MS,M,20,R,LE3,A,0,4,at_home,services,reputation,mother,1,2,4,no,no,no,yes,no,yes,yes,yes,2,4,1,3,5,4,22,7,6,6
MS,M,19,U,LE3,A,1,0,at_home,at_home,reputation,other,2,1,2,yes,yes,no,yes,no,yes,no,no,3,5,3,4,5,5,18,1,0,0
GP,M,17,U,GT3,T,3,4,other,other,home,mother,2,2,3,yes,yes,no,no,no,no,yes,no,4,4,5,3,3,1,20,8,9,9
